id,transaction_id,category_id,category_name,item_id,item_name
514,160,4,Pet Food,19,Dry Dog Food
515,160,1,Dairy,2,Cheese
516,160,1,Dairy,1,Milk
517,160,4,Pet Food,17,Dry Cat Food
518,160,2,Bakery,6,Brown Bread
519,160,3,Produce,12,Organge
520,161,3,Produce,16,Strawberries
521,162,4,Pet Food,18,Wet Cat Food
522,162,1,Dairy,1,Milk
523,162,3,Produce,13,Pear
524,163,3,Produce,11,Apple
525,163,2,Bakery,8,White Rolls
526,164,3,Produce,14,Bannana
527,164,1,Dairy,2,Cheese
528,164,3,Produce,13,Pear
529,164,1,Dairy,1,Milk
530,165,3,Produce,14,Bannana
531,165,2,Bakery,10,Apple Pie
532,166,2,Bakery,5,White Bread
533,167,2,Bakery,5,White Bread
534,168,4,Pet Food,20,Wet Dog Food
535,168,4,Pet Food,20,Wet Dog Food
536,168,2,Bakery,6,Brown Bread
537,168,2,Bakery,10,Apple Pie
538,168,3,Produce,13,Pear
539,169,3,Produce,13,Pear
540,170,1,Dairy,4,Cream
541,171,2,Bakery,5,White Bread
542,171,2,Bakery,5,White Bread
543,171,3,Produce,14,Bannana
544,172,2,Bakery,5,White Bread
545,172,4,Pet Food,19,Dry Dog Food
546,172,1,Dairy,4,Cream
547,172,2,Bakery,10,Apple Pie
548,172,1,Dairy,4,Cream
549,172,2,Bakery,10,Apple Pie
550,173,1,Dairy,4,Cream
551,173,3,Produce,16,Strawberries
552,173,3,Produce,14,Bannana
553,173,3,Produce,16,Strawberries
554,174,3,Produce,12,Organge
555,175,3,Produce,13,Pear
556,176,2,Bakery,6,Brown Bread
557,177,1,Dairy,2,Cheese
558,178,3,Produce,11,Apple
559,178,3,Produce,14,Bannana
560,178,1,Dairy,2,Cheese
561,178,4,Pet Food,17,Dry Cat Food
562,179,2,Bakery,9,Chocolate Cake
563,179,4,Pet Food,17,Dry Cat Food
564,180,4,Pet Food,18,Wet Cat Food
565,180,1,Dairy,2,Cheese
566,180,3,Produce,13,Pear
567,180,4,Pet Food,19,Dry Dog Food
568,180,3,Produce,16,Strawberries
569,180,2,Bakery,5,White Bread
570,180,2,Bakery,10,Apple Pie
571,180,3,Produce,14,Bannana
572,180,3,Produce,12,Organge
573,181,3,Produce,12,Organge
574,181,4,Pet Food,20,Wet Dog Food
575,181,4,Pet Food,18,Wet Cat Food
576,181,1,Dairy,1,Milk
577,182,4,Pet Food,17,Dry Cat Food
578,182,1,Dairy,3,Butter
579,182,1,Dairy,2,Cheese
580,182,3,Produce,11,Apple
581,183,1,Dairy,3,Butter
582,183,2,Bakery,5,White Bread
583,184,2,Bakery,7,Wraps
584,185,2,Bakery,7,Wraps
585,186,3,Produce,13,Pear
586,187,2,Bakery,6,Brown Bread
587,187,3,Produce,13,Pear
588,187,1,Dairy,3,Butter
589,187,3,Produce,14,Bannana
590,187,2,Bakery,7,Wraps
591,187,3,Produce,13,Pear
592,187,1,Dairy,2,Cheese
593,187,1,Dairy,4,Cream
594,187,2,Bakery,7,Wraps
595,187,4,Pet Food,18,Wet Cat Food
596,187,1,Dairy,2,Cheese
597,187,2,Bakery,7,Wraps
598,188,4,Pet Food,19,Dry Dog Food
599,189,4,Pet Food,19,Dry Dog Food
600,189,2,Bakery,10,Apple Pie
601,189,1,Dairy,4,Cream
602,189,2,Bakery,9,Chocolate Cake
603,189,1,Dairy,3,Butter
604,189,2,Bakery,6,Brown Bread
605,189,2,Bakery,10,Apple Pie
606,189,3,Produce,13,Pear
607,189,2,Bakery,5,White Bread
608,189,3,Produce,14,Bannana
609,190,3,Produce,15,Grapes
610,190,3,Produce,11,Apple
611,190,1,Dairy,3,Butter
612,190,1,Dairy,1,Milk
613,191,1,Dairy,2,Cheese
614,191,4,Pet Food,20,Wet Dog Food
615,191,3,Produce,13,Pear
616,191,1,Dairy,3,Butter
617,192,1,Dairy,1,Milk
618,193,2,Bakery,8,White Rolls
619,194,4,Pet Food,19,Dry Dog Food
620,195,3,Produce,13,Pear
621,195,4,Pet Food,19,Dry Dog Food
622,195,1,Dairy,1,Milk
623,195,2,Bakery,9,Chocolate Cake
624,195,4,Pet Food,17,Dry Cat Food
625,195,3,Produce,13,Pear
626,195,2,Bakery,5,White Bread
627,195,4,Pet Food,18,Wet Cat Food
628,195,2,Bakery,7,Wraps
629,195,2,Bakery,7,Wraps
630,196,3,Produce,16,Strawberries
631,196,2,Bakery,6,Brown Bread
632,197,1,Dairy,4,Cream
633,197,3,Produce,16,Strawberries
634,197,2,Bakery,6,Brown Bread
635,197,3,Produce,13,Pear
636,197,4,Pet Food,19,Dry Dog Food
637,197,3,Produce,16,Strawberries
638,198,4,Pet Food,19,Dry Dog Food
639,198,4,Pet Food,20,Wet Dog Food
640,198,2,Bakery,10,Apple Pie
641,199,2,Bakery,10,Apple Pie
642,200,2,Bakery,10,Apple Pie
643,201,4,Pet Food,20,Wet Dog Food
644,202,1,Dairy,2,Cheese
645,202,1,Dairy,1,Milk
646,202,3,Produce,15,Grapes
647,203,2,Bakery,7,Wraps
648,203,1,Dairy,1,Milk
649,203,3,Produce,14,Bannana
650,203,2,Bakery,8,White Rolls
651,204,3,Produce,14,Bannana
652,204,1,Dairy,2,Cheese
653,204,1,Dairy,4,Cream
654,204,3,Produce,11,Apple
655,204,3,Produce,13,Pear
656,205,4,Pet Food,18,Wet Cat Food
657,205,4,Pet Food,17,Dry Cat Food
658,206,3,Produce,16,Strawberries
659,207,2,Bakery,5,White Bread
660,208,3,Produce,15,Grapes
661,208,3,Produce,13,Pear
662,208,4,Pet Food,19,Dry Dog Food
663,209,1,Dairy,1,Milk
664,210,3,Produce,16,Strawberries
665,210,3,Produce,13,Pear
666,210,2,Bakery,7,Wraps
667,210,2,Bakery,9,Chocolate Cake
668,210,2,Bakery,9,Chocolate Cake
669,211,3,Produce,13,Pear
670,212,2,Bakery,9,Chocolate Cake
671,212,3,Produce,14,Bannana
672,212,4,Pet Food,20,Wet Dog Food
673,212,1,Dairy,4,Cream
674,212,3,Produce,13,Pear
675,212,4,Pet Food,18,Wet Cat Food
676,212,4,Pet Food,20,Wet Dog Food
677,213,2,Bakery,5,White Bread
678,213,2,Bakery,7,Wraps
679,214,4,Pet Food,18,Wet Cat Food
680,214,2,Bakery,10,Apple Pie
681,215,2,Bakery,9,Chocolate Cake
682,216,2,Bakery,10,Apple Pie
683,216,2,Bakery,6,Brown Bread
684,216,2,Bakery,8,White Rolls
685,216,1,Dairy,4,Cream
686,217,3,Produce,12,Organge
687,217,2,Bakery,7,Wraps
688,217,1,Dairy,3,Butter
689,217,1,Dairy,2,Cheese
690,218,3,Produce,11,Apple
691,218,3,Produce,13,Pear
692,219,3,Produce,16,Strawberries
693,219,3,Produce,12,Organge
694,219,4,Pet Food,19,Dry Dog Food
695,219,2,Bakery,8,White Rolls
696,219,1,Dairy,2,Cheese
697,219,1,Dairy,2,Cheese
698,219,1,Dairy,4,Cream
699,220,1,Dairy,4,Cream
700,221,3,Produce,14,Bannana
701,221,2,Bakery,6,Brown Bread
702,221,4,Pet Food,20,Wet Dog Food
703,221,3,Produce,14,Bannana
704,222,1,Dairy,3,Butter
705,222,3,Produce,15,Grapes
706,222,3,Produce,16,Strawberries
707,223,3,Produce,13,Pear
708,223,3,Produce,16,Strawberries
709,224,2,Bakery,9,Chocolate Cake
710,224,2,Bakery,5,White Bread
711,224,1,Dairy,1,Milk
712,225,3,Produce,11,Apple
713,225,3,Produce,11,Apple
714,226,2,Bakery,8,White Rolls
715,226,1,Dairy,3,Butter
716,227,3,Produce,13,Pear
717,227,1,Dairy,2,Cheese
718,228,3,Produce,16,Strawberries
719,228,3,Produce,15,Grapes
720,229,2,Bakery,8,White Rolls
721,229,2,Bakery,5,White Bread
722,230,3,Produce,12,Organge
723,230,2,Bakery,10,Apple Pie
724,230,3,Produce,15,Grapes
725,230,4,Pet Food,20,Wet Dog Food
726,230,2,Bakery,5,White Bread
727,230,3,Produce,16,Strawberries
728,230,4,Pet Food,19,Dry Dog Food
729,230,2,Bakery,7,Wraps
730,230,3,Produce,16,Strawberries
731,230,3,Produce,14,Bannana
732,230,2,Bakery,9,Chocolate Cake
733,230,3,Produce,14,Bannana
734,231,1,Dairy,1,Milk
735,232,3,Produce,13,Pear
736,232,3,Produce,11,Apple
737,233,3,Produce,12,Organge
738,233,3,Produce,14,Bannana
739,233,3,Produce,15,Grapes
740,234,2,Bakery,5,White Bread
741,235,1,Dairy,1,Milk
742,235,3,Produce,15,Grapes
743,236,1,Dairy,4,Cream
744,236,1,Dairy,4,Cream
